,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,4.687748432159424,0.9663777723467075,0.006250429153442383,0.007655181067867465,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 25}",0.9061835865368475,0.9259628378378378,0.9114020270270271,0.9403994300422871,0.920094419843409,0.9208001229239066,0.011946417943752353,107,0.9064066239053427,0.9330773265740394,0.9116758135655065,0.9403317065615885,0.9291950680050799,0.9241373077223114,0.012941633707922512
12,4.684589481353759,0.9590757204320481,0.0031250476837158202,0.0062500953674316405,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 30}",0.9061835865368475,0.9259628378378378,0.9114020270270271,0.9403994300422871,0.920094419843409,0.9208001229239066,0.011946417943752353,107,0.9064066239053427,0.9330773265740394,0.9116758135655065,0.9403317065615885,0.9291950680050799,0.9241373077223114,0.012941633707922512
13,4.691017913818359,0.971308833200639,0.0031252384185791017,0.006250476837158203,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 35}",0.9061835865368475,0.9259628378378378,0.9114020270270271,0.9403994300422871,0.920094419843409,0.9208001229239066,0.011946417943752353,107,0.9064066239053427,0.9330773265740394,0.9116758135655065,0.9403317065615885,0.9291950680050799,0.9241373077223114,0.012941633707922512
14,4.693961191177368,0.9384138914379005,0.003125,0.006250000000000001,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 40}",0.9061835865368475,0.9259628378378378,0.9114020270270271,0.9403994300422871,0.920094419843409,0.9208001229239066,0.011946417943752353,107,0.9064066239053427,0.9330773265740394,0.9116758135655065,0.9403317065615885,0.9291950680050799,0.9241373077223114,0.012941633707922512
15,4.675238943099975,0.9665070539558744,0.0062500953674316405,0.007654772248455406,0.1,"(50, 50)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 45}",0.9061835865368475,0.9259628378378378,0.9114020270270271,0.9403994300422871,0.920094419843409,0.9208001229239066,0.011946417943752353,107,0.9064066239053427,0.9330773265740394,0.9116758135655065,0.9403317065615885,0.9291950680050799,0.9241373077223114,0.012941633707922512
16,4.6845685005187985,0.9568174591670072,0.012500762939453125,0.006250381480639833,0.1,"(50, 50)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 50}",0.9061835865368475,0.9259628378378378,0.9114020270270271,0.9403994300422871,0.920094419843409,0.9208001229239066,0.011946417943752353,107,0.9064066239053427,0.9330773265740394,0.9116758135655065,0.9403317065615885,0.9291950680050799,0.9241373077223114,0.012941633707922512
17,4.693965578079224,0.9941574481507952,0.0031250476837158202,0.0062500953674316405,0.1,"(50, 50)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 55}",0.9061835865368475,0.9259628378378378,0.9114020270270271,0.9403994300422871,0.920094419843409,0.9208001229239066,0.011946417943752353,107,0.9064066239053427,0.9330773265740394,0.9116758135655065,0.9403317065615885,0.9291950680050799,0.9241373077223114,0.012941633707922512
18,4.578308153152466,0.8852955204594266,0.0031250476837158202,0.0062500953674316405,0.1,"(50, 50)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 60}",0.9061835865368475,0.9259628378378378,0.9114020270270271,0.9403994300422871,0.920094419843409,0.9208001229239066,0.011946417943752353,107,0.9064066239053427,0.9330773265740394,0.9116758135655065,0.9403317065615885,0.9291950680050799,0.9241373077223114,0.012941633707922512
19,0.7593998908996582,0.5853842645300258,0.0031255245208740234,0.006251049041748047,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 2}",0.28446816770186345,0.296875,0.275625,0.19875,0.4389060293928892,0.29883795992786144,0.07787206950897921,376,0.2815625,0.29846902816840376,0.28126782116472454,0.1978159126365055,0.43926355584457294,0.29967576356284137,0.07813908094591941
20,1.4813389301300048,0.6545864411153967,0.0031247615814208986,0.006249523162841797,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 3}",0.6618442588551285,0.6589864864864865,0.6726182432432434,0.34187500000000004,0.6352336830958799,0.59416263982421,0.1266912381792482,354,0.6679198320605615,0.6762863746586882,0.6754165455497164,0.3370202075688662,0.6318017131912811,0.5976889346058226,0.1313494461054899
21,1.540718173980713,0.22762602581738084,0.0,0.0,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 4}",0.6820044695316435,0.6724155405405406,0.6680574324324324,0.691828231292517,0.648490726479271,0.6725754957815525,0.01454844762982192,338,0.672249340257876,0.6939902697840094,0.67196882751875,0.6671626106719576,0.6672294517475239,0.6745200999960235,0.009980371272169952
22,1.8970577239990234,0.19290133735999218,0.0,0.0,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 5}",0.7489951947288905,0.7261486486486488,0.723597972972973,0.7435662575841148,0.7270798036195611,0.7338842878198625,0.010338668146238846,322,0.735140335912874,0.7384708216624004,0.7287575026298438,0.7370986389662922,0.7432243209230358,0.7365383240188892,0.00471691863015472
23,1.381345272064209,0.5158951997551305,0.0,0.0,0.1,"(50,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 6}",0.7047046541883499,0.7505405405405406,0.7256587837837839,0.7429673423423422,0.7313835675779747,0.7310407722127672,0.015791425567013878,324,0.7069900987012488,0.7503270301261514,0.7316631633907901,0.7394259069088068,0.7413143577799294,0.7339441113813854,0.014727472044272074
24,1.8875614166259767,0.2624787085190448,0.0031286239624023437,0.006257247924804688,0.1,"(50,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 7}",0.803809593755246,0.7978040540540541,0.8138851351351352,0.8209402004044861,0.816751540238737,0.8106288843085862,0.008549308116612381,284,0.8084831689622473,0.8041799181448218,0.8194057646717353,0.8166973583822288,0.8250480520952901,0.8147628524512648,0.0075168770384796725
25,1.3282379627227783,0.2281726134766851,0.0031250953674316407,0.006250190734863282,0.1,"(50,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 8}",0.8027543226456272,0.8136993243243245,0.827381756756757,0.8340404945762088,0.8047699268386601,0.8165302026011354,0.01233175808137572,275,0.8025025705492669,0.815786682862509,0.8236136091173802,0.8263117730404684,0.8184063970161015,0.8173242065171452,0.008289136807990387
26,1.5782360553741455,0.15314999649096298,0.0,0.0,0.1,"(50,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 9}",0.8433886603995302,0.8115540540540541,0.8326351351351352,0.8447683397683398,0.8292175266332948,0.8323147982982334,0.01199087970593497,254,0.8386580717750488,0.8291709252794881,0.8317090789425562,0.8330763737377265,0.8380327187698223,0.8341294337009284,0.0036687342597520323
27,1.7719650745391846,0.21391308802496795,0.0031247615814208986,0.006249523162841797,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 10}",0.8484861297633038,0.8439695945945946,0.8504729729729731,0.8596148189005332,0.826714638685663,0.8458636617314655,0.01082849518867654,238,0.8503542655402574,0.8504386179488919,0.8451159193257002,0.8535348742136872,0.8394181495892021,0.8477723653235479,0.004976570031168143
